student_id,name,major,gpa_start,archetype,gpa_start,att_month1,avg_it1,avg_roll_w4,engagement_score,lms_logins_per_week,forum_posts,predicted_risk,prob_low,prob_medium,prob_high,true_risk,correct
STU0266,Aditya Moore,Civil,2.73,3,2.73,18.1,53.7,54.44,17.85016666666667,6.1,7,High,0.003,0.33,0.666,High,True
STU0173,Riya Reddy,Electronics,1.46,2,1.46,47.3,52.1,55.779999999999994,12.769,6.9,22,High,0.001,0.342,0.658,High,True
STU0466,Fatima Wilson,Mechanical,1.72,1,1.72,46.5,46.7,54.760000000000005,20.877833333333335,12.4,16,High,0.001,0.342,0.657,Medium,False
STU0199,Ava Miller,Civil,2.38,0,2.38,53.0,50.2,54.3,12.2135,5.6,15,High,0.001,0.347,0.652,High,True
STU0267,Shreya Chaudhary,Civil,1.58,1,1.58,53.7,48.5,55.120000000000005,20.267166666666668,11.1,33,High,0.001,0.36,0.639,Medium,False
STU0187,Nandini Verma,Mathematics,2.48,3,2.48,57.7,38.0,53.7,15.743833333333333,3.9,25,High,0.0,0.364,0.636,High,True
STU0343,Vihaan Ahmed,Data Science,2.28,0,2.28,57.6,49.2,55.02,10.171833333333336,5.5,7,High,0.001,0.375,0.624,Medium,False
STU0037,Neha Shah,Data Science,1.98,0,1.98,52.4,58.2,55.56,15.953,8.7,18,High,0.003,0.377,0.62,Medium,False
STU0270,Kavya Malik,Electronics,3.03,1,3.03,54.1,51.9,54.239999999999995,9.813000000000002,6.9,14,High,0.003,0.383,0.614,High,True
STU0253,Pooja Malik,Mechanical,1.84,0,1.84,45.2,49.6,56.2,12.530166666666666,7.2,4,High,0.001,0.385,0.614,Medium,False
STU0159,Ava Verma,Computer Science,1.59,3,1.59,72.6,45.3,54.82000000000001,21.666666666666668,7.3,26,High,0.001,0.386,0.614,High,True
STU0365,Vijay Ali,Electronics,2.3,3,2.3,58.8,54.5,55.1,14.757833333333332,3.5,21,High,0.002,0.392,0.607,High,True
STU0205,Vihaan Khan,Data Science,2.5,5,2.5,55.2,36.8,54.760000000000005,10.971833333333333,2.6,21,High,0.0,0.399,0.6,Medium,False
STU0268,Divya Nair,Data Science,3.25,3,3.25,15.5,54.5,55.04,18.47866666666667,5.7,19,High,0.007,0.394,0.598,Medium,False
STU0030,Ava Jones,Electronics,2.03,1,2.03,39.9,48.4,55.82000000000001,20.324666666666666,12.2,19,High,0.002,0.401,0.596,Medium,False
